"事务别名","名称","平均响应时间(ms)","总耗时(ms)","耗时百分比(%)","请求数","吞吐率(tps)","错误率(%)","错误数","慢次数","应用"
"URI/grcv5/wp/contractView/javascript:","URI/grcv5/wp/contractView/javascript:","6.0","6","2.4799923E-5","1","5.787037E-6","100.0","1","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/Adobe-CNS1-UCS2.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/Adobe-CNS1-UCS2.bcmap","6.0","6","2.4799923E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.saveContractProjectRel.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.saveContractProjectRel.dwr","5.9353447","2754","0.011383165","464","0.0026851853","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.attachment}/${url.attachment.genAttachmentGroupId}","SpringController/${url.attachment}/${url.attachment.genAttachmentGroupId}","5.913325","4571","0.018893408","773","0.00447338","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContactViewService.hasOtherInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrContactViewService.hasOtherInfo.dwr","5.905028","1057","0.00436892","179","0.0010358796","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.attachment}/${url.attachment.genAttachmentGroupId}","SpringController/${url.attachment}/${url.attachment.genAttachmentGroupId}","5.874576","1733","0.007163044","295","0.001707176","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/hdOpinionService.getInformOpinionDatas.dwr","URI/grcv5/dwr/call/plaincall/hdOpinionService.getInformOpinionDatas.dwr","5.8333335","70","2.8933244E-4","12","6.9444446E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","5.786859","14444","0.05970168","2496","0.014444444","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrOppositeService.deleteChangeMark.dwr","URI/grcv5/dwr/call/plaincall/dwrOppositeService.deleteChangeMark.dwr","5.75","46","1.9013273E-4","8","4.6296296E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findFlowSean.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findFlowSean.dwr","5.6666665","187","7.729309E-4","33","1.9097222E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","URI/grcv5/resources/lib/hd/widget/indidocx/update/update.xml","5.662018","13804","0.057056356","2438","0.014108797","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","5.5905514","1420","0.005869315","254","0.0014699074","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getGroupPathByCurrentUser.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getGroupPathByCurrentUser.dwr","5.56304","3221","0.013313425","579","0.0033506944","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","5.5260806","3708","0.015326352","671","0.0038831017","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/error/accessDenied.jsp","URI/grcv5/error/accessDenied.jsp","5.5","11","4.5466524E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/flowDesignService.headquartersEnabledHierarchy.dwr","URI/grcv5/dwr/call/plaincall/flowDesignService.headquartersEnabledHierarchy.dwr","5.5","11","4.5466524E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/GBK2K-H.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/GBK2K-H.bcmap","5.5","11","4.5466524E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/lib/hd/widget/indidocx/frmIndiDocs","URI/grcv5/resources/lib/hd/widget/indidocx/frmIndiDocs","5.47482","761","0.0031454568","139","8.0439815E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","URI/grcv5/dwr/call/plaincall/dwrQuickSearchService.findQuickSearchListByAccount.dwr","5.4142113","3124","0.012912493","577","0.0033391204","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/tools/ping.jsp","URI/grcv5/user/tools/ping.jsp","5.4","54","2.231993E-4","10","5.787037E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getSelectListDefinition.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getSelectListDefinition.dwr","5.3987637","6986","0.028875377","1294","0.007488426","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","5.378582","3566","0.01473942","663","0.0038368055","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getOneMenu.dwr","URI/grcv5/dwr/call/plaincall/dwrLegDemandEditService.getOneMenu.dwr","5.375","43","1.7773277E-4","8","4.6296296E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","5.3703704","145","5.9933146E-4","27","1.5625E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","5.347584","2877","0.0118915625","538","0.003113426","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictValueByKey.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDictValueByKey.dwr","5.344086","3976","0.016434083","744","0.0043055555","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.checkUserHasRole.dwr","5.3335867","7019","0.029011777","1316","0.007615741","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractTemplate/undo.html","URI/grcv5/user/product/contractTemplate/undo.html","5.3333335","16","6.613313E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractTemplate/invalid.html","URI/grcv5/user/product/contractTemplate/invalid.html","5.3333335","16","6.613313E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/flowDesignService.getCodeClassChildren.dwr","URI/grcv5/dwr/call/plaincall/flowDesignService.getCodeClassChildren.dwr","5.321429","298","0.0012317295","56","3.2407406E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getFGLDByorgId.dwr","5.3208957","1426","0.0058941147","268","0.0015509259","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/login/impersonate/switch","URI/grcv5/login/impersonate/switch","5.32","133","5.497316E-4","25","1.4467593E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","5.316826","105858","0.43754503","19910","0.115219906","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","URI/grcv5/user/product/selector/signingSubjectTreeSelector.html","5.314815","287","0.0011862629","54","3.125E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/tools/ping.jsp","URI/grcv5/user/tools/ping.jsp","5.24","131","5.4146495E-4","25","1.4467593E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getDictFlag.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.getDictFlag.dwr","5.1923757","5857","0.024208857","1128","0.0065277778","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/selector/categorySelector.html","URI/grcv5/user/product/selector/categorySelector.html","5.191489","244","0.0010085301","47","2.7199075E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/hdOpinionService.getInformOpinionDatas.dwr","URI/grcv5/dwr/call/plaincall/hdOpinionService.getInformOpinionDatas.dwr","5.189189","192","7.9359754E-4","37","2.1412037E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.currentUserHasRole.dwr","5.1697536","156871","0.6483981","30344","0.17560185","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.findById.dwr","URI/grcv5/dwr/call/plaincall/dwrContractUpdateService.findById.dwr","5.1666665","62","2.5626586E-4","12","6.9444446E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","5.1439395","4753","0.019645672","924","0.005347222","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getPreviewAttachConfig","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getPreviewAttachConfig","5.12987","395","0.0016326616","77","4.4560185E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractInfoService.isTransactionManange.dwr","URI/grcv5/dwr/call/plaincall/dwrContractInfoService.isTransactionManange.dwr","5.102941","1388","0.0057370486","272","0.001574074","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","5.0914288","2673","0.011048365","525","0.0030381945","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","5.0814815","686","0.002835458","135","7.8125E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/plugins/jquery.table/jquery.table.product.html","URI/grcv5/resources/plugins/jquery.table/jquery.table.product.html","5.071429","71","2.9346574E-4","14","8.1018516E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","URI/grcv5/dwr/call/plaincall/dwrDocConfigService.getDocConfigBean.dwr","5.0577507","6656","0.02751138","1316","0.007615741","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.findCurrentUser.dwr","5.0435286","8690","0.035918556","1723","0.0099710645","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getEnumsMap.dwr","5.0354877","13480","0.05571716","2677","0.015491898","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/selector/categorySelector.html","URI/grcv5/user/product/selector/categorySelector.html","5.03125","161","6.654646E-4","32","1.8518518E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","URI/grcv5/dwr/call/plaincall/dwrProductCommonUtilsService.getDicDataMap.dwr","5.027027","186","7.687976E-4","37","2.1412037E-4","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/viewer.html","URI/grcv5/resources/PDF.js/web/viewer.html","5.0260415","965","0.0039886544","192","0.0011111111","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/legalAdviserTemplate.html","URI/grcv5/resources/product/legalAdviserTemplate.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-tasks/replied-communication (POST)","SpringController/${url.rest.prefix.flowmobileapi.v1}/user-tasks/replied-communication (POST)","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/legalStaffManagement/informationManagement/change.html","URI/grcv5/user/product/legalStaffManagement/informationManagement/change.html","5.0","10","4.1333205E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","URI/grcv5/dwr/call/plaincall/dwrHierarchyManagerService.findGroupByAccount.dwr","5.0","45","1.8599942E-4","9","5.2083335E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/contractTempSearchTemplate.html","URI/grcv5/resources/product/contractTempSearchTemplate.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrContractSearchService.getExportColumnData.dwr","URI/grcv5/dwr/call/plaincall/dwrContractSearchService.getExportColumnData.dwr","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrProductControlUtilsService.getDataByFormDefInfo.dwr","URI/grcv5/dwr/call/plaincall/dwrProductControlUtilsService.getDataByFormDefInfo.dwr","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/legalInstitutionLib/invalid.html","URI/grcv5/user/product/legalInstitutionLib/invalid.html","5.0","15","6.19998E-5","3","1.7361112E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/serverapi/v1/thirdParty/getOppDocking","URI/grcv5/serverapi/v1/thirdParty/getOppDocking","5.0","5","2.0666603E-5","1","5.787037E-6","100.0","1","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractTemplate/undo.html","URI/grcv5/user/product/contractTemplate/undo.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/dataStatistics/fonts/Oswald-Bold.ttf","URI/grcv5/user/product/dataStatistics/fonts/Oswald-Bold.ttf","5.0","10","4.1333205E-5","2","1.1574074E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/template/admin/flowNew/flowPropertyCooperateFlowFillValueCustomEditPage.html","URI/grcv5/resources/template/admin/flowNew/flowPropertyCooperateFlowFillValueCustomEditPage.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrInformationManagementService.findParamStatus.dwr","URI/grcv5/dwr/call/plaincall/dwrInformationManagementService.findParamStatus.dwr","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","5.0","10","4.1333205E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","SpringController/${url.rest.prefix.flowmobileapi.v1}/user-manager/users/switch/login-token","5.0","20","8.266641E-5","4","2.3148148E-5","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCodeSettingService.getSerialNum.dwr","URI/grcv5/dwr/call/plaincall/dwrCodeSettingService.getSerialNum.dwr","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/*/*/1682637.pdf","URI/grcv5/*/*/1682637.pdf","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/product/operations.html","URI/grcv5/resources/product/operations.html","5.0","10","4.1333205E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/dwrCategorySelectorService.searchCategory.dwr","URI/grcv5/dwr/call/plaincall/dwrCategorySelectorService.searchCategory.dwr","5.0","10","4.1333205E-5","2","1.1574074E-5","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractTemplate/evaluate.html","URI/grcv5/user/product/contractTemplate/evaluate.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"URI/grcv5/wp/contractStatistics/contractDataStat.htm","URI/grcv5/wp/contractStatistics/contractDataStat.htm","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/resources/PDF.js/web/cmaps/GBK2K-V.bcmap","URI/grcv5/resources/PDF.js/web/cmaps/GBK2K-V.bcmap","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/user/product/contractTemplate/invalid.html","URI/grcv5/user/product/contractTemplate/invalid.html","5.0","5","2.0666603E-5","1","5.787037E-6","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
"SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getPreviewAttachConfig","SpringController/${url.rest.prefix.mobileapi.v1}/common-mobile/getPreviewAttachConfig","4.9396553","573","0.0023683927","116","6.712963E-4","0.0","0","0","org.springframework.boot.loader.WarLauncher"
"URI/grcv5/dwr/call/plaincall/*","URI/grcv5/dwr/call/plaincall/*","4.9225435","4258","0.017599678","865","0.005005787","0.0","0","0","fawuorg.springframework.boot.loader.WarLauncher"
